department,region,education,gender,recruitment_channel,age,previous_year_rating,KPIs_met >60%,awards_won?,avg_training_score
3,2,1,2,2,36,5.0,1,0,66
3,7,1,1,3,35,1.0,0,0,66
1,10,1,1,3,29,4.0,1,0,48
6,26,2,1,3,29,5.0,0,0,66
1,28,2,2,1,28,4.0,1,0,47
4,2,1,1,1,41,4.0,1,0,81
4,25,1,1,1,34,3.0,0,0,84
4,22,1,1,3,32,4.0,0,0,81
3,2,2,1,3,37,2.0,0,0,71
1,14,1,1,1,41,3.0,0,0,51
4,6,2,1,1,26,4.0,1,0,76
2,7,2,2,1,31,5.0,0,0,58
6,28,2,2,1,26,5.0,1,0,61
2,30,1,1,1,41,3.0,1,0,61
5,7,2,1,3,45,5.0,1,0,82
4,22,1,1,3,45,3.0,0,0,82
2,29,2,2,3,32,3.0,0,0,62
2,27,2,2,3,32,4.0,1,0,56
6,28,1,1,1,33,5.0,1,0,56
1,9,1,1,1,32,3.0,0,0,50
4,26,2,2,3,40,2.0,0,0,78
1,11,2,1,3,37,3.0,0,0,50
1,15,2,1,3,33,3.0,0,0,47
1,12,2,1,3,26,2.0,0,0,53
4,27,2,1,1,30,3.0,0,0,78
1,14,2,1,1,27,2.0,0,0,50
7,4,2,1,3,36,5.0,1,0,50
3,7,2,1,3,31,3.0,0,0,73
3,2,2,1,1,34,3.0,0,0,70
4,13,1,2,3,48,1.0,0,0,81
4,22,2,1,2,31,5.0,1,0,80
5,2,1,1,3,31,5.0,1,0,86
1,24,2,1,3,27,3.0,0,0,49
7,2,2,1,1,39,4.0,0,0,44
5,22,2,2,3,28,4.0,0,0,85
6,2,1,2,3,37,3.0,0,0,58
2,21,2,1,3,36,5.0,1,0,57
1,27,2,1,3,25,3.0,0,0,47
1,16,2,1,3,51,1.0,0,0,45
7,22,2,2,3,24,4.0,0,0,47
3,22,2,2,3,37,3.0,0,0,74
2,23,2,2,3,31,3.0,0,0,62
1,32,2,1,3,32,5.0,1,0,53
1,2,2,1,3,51,1.0,0,0,48
3,2,1,1,3,43,4.0,0,0,72
1,7,2,2,3,31,5.0,1,0,52
4,31,2,1,1,32,4.0,0,0,77
2,15,1,1,3,30,4.0,0,0,58
4,1,1,2,1,37,3.0,0,0,81
5,31,2,1,1,30,4.0,0,0,88
1,17,1,2,3,38,4.0,0,0,48
7,2,2,1,2,31,5.0,1,0,49
2,15,1,2,1,44,5.0,0,0,64
2,27,2,2,3,40,4.0,0,0,57
5,2,2,1,1,30,2.0,0,0,82
1,6,2,1,1,34,2.0,0,0,46
8,22,2,1,3,32,3.0,0,0,56
2,2,2,2,1,34,4.0,1,0,58
7,2,1,1,1,56,3.0,0,0,50
5,22,2,1,1,34,4.0,0,0,83
1,1,1,2,3,34,5.0,0,0,49
4,2,2,1,3,35,5.0,1,1,79
2,14,1,1,3,38,3.0,0,0,63
2,19,1,1,3,45,3.0,1,0,62
3,11,2,2,3,29,3.0,0,0,72
5,5,1,1,1,32,3.0,1,0,87
7,26,2,2,3,25,2.0,0,0,45
1,31,2,2,3,28,5.0,0,0,46
3,22,2,1,3,27,5.0,0,0,75
3,2,1,1,1,58,2.0,1,0,68
2,22,2,2,1,37,5.0,0,0,63
5,24,2,1,1,28,3.0,1,0,80
5,7,2,1,3,28,1.0,0,0,85
1,7,2,1,3,32,4.0,1,0,45
2,31,2,2,1,31,5.0,1,0,60
6,7,1,2,3,33,3.0,0,0,58
1,15,1,1,1,40,4.0,0,0,49
1,17,2,1,3,38,1.0,0,0,45
4,2,2,1,3,29,3.0,0,0,77
1,2,2,1,3,38,5.0,0,0,51
1,10,2,1,1,31,1.0,0,0,51
4,28,1,2,3,32,2.0,0,0,78
2,16,1,1,3,42,5.0,1,0,60
7,22,3,2,1,23,4.0,0,0,53
1,20,1,1,1,27,3.0,1,0,46
3,16,2,1,3,36,3.0,0,0,71
3,5,2,2,3,36,5.0,0,0,71
5,9,2,1,1,26,3.0,0,0,82
4,13,2,1,1,44,1.0,0,0,79
4,22,2,1,1,27,2.0,0,0,82
1,12,2,1,1,33,5.0,0,0,50
2,13,2,1,3,26,3.0,0,0,66
3,2,2,2,3,33,1.0,0,0,69
1,27,2,1,3,28,3.0,0,0,56
7,13,2,2,3,33,5.0,0,0,43
4,2,2,1,3,27,5.0,0,0,80
3,2,2,1,3,40,3.0,0,0,72
1,7,2,1,1,30,3.0,0,0,52
9,22,2,1,3,37,4.0,1,0,82
2,8,2,1,3,27,4.0,0,0,64
4,31,2,1,3,48,1.0,0,0,83
1,26,2,1,1,34,4.0,0,0,47
2,22,1,2,2,37,3.0,0,0,59
1,30,2,1,3,30,1.0,0,0,50
1,2,1,2,3,43,2.0,0,0,49
5,2,1,1,1,25,4.0,0,0,83
1,27,2,2,3,32,5.0,1,0,47
1,32,2,1,3,29,3.0,0,0,50
2,13,2,1,3,31,3.0,1,0,61
1,32,2,1,3,32,3.0,0,0,52
2,22,1,1,1,30,3.0,0,0,63
5,11,2,1,1,33,3.0,1,1,82
1,7,2,1,3,35,5.0,1,0,50
3,10,1,1,3,40,3.0,0,0,69
1,2,2,2,1,44,3.0,1,0,48
5,20,2,1,3,29,1.0,0,0,82
3,11,1,2,3,37,3.0,0,0,73
6,2,2,1,1,33,3.0,1,0,59
2,22,2,1,3,28,4.0,1,1,62
5,32,2,1,3,35,1.0,0,0,85
3,2,2,1,1,50,3.0,0,0,70
2,7,2,2,1,25,3.0,0,0,65
4,31,2,1,3,27,3.0,0,1,77
5,10,1,1,3,43,3.0,0,0,87
7,2,2,1,3,28,3.0,0,0,47
3,27,2,2,3,28,3.0,0,0,66
1,28,2,1,1,28,4.0,0,0,53
6,28,1,1,3,35,4.0,0,0,54
2,2,2,1,3,31,3.0,1,1,60
8,13,2,1,1,29,4.0,0,0,54
8,2,2,1,1,25,3.0,0,0,59
1,23,1,1,3,32,2.0,0,0,45
1,2,1,2,3,35,3.0,0,0,48
1,2,2,1,3,21,2.0,0,0,48
4,16,2,1,1,32,1.0,0,0,76
2,2,2,1,1,26,2.0,1,0,58
2,15,2,2,3,29,3.0,0,0,61
2,15,2,2,2,32,5.0,1,0,67
1,2,2,1,3,36,5.0,0,0,48
1,4,1,1,1,35,4.0,0,0,47
6,2,2,1,3,33,5.0,0,0,53
3,22,2,1,3,29,3.0,0,0,69
2,7,2,1,1,33,3.0,1,0,55
3,2,2,2,1,31,2.0,0,0,66
9,13,1,1,3,34,4.0,1,0,85
4,7,1,1,1,47,1.0,0,0,80
2,26,2,2,3,34,1.0,0,0,62
5,26,2,1,3,27,3.0,0,0,84
1,27,2,1,1,34,3.0,0,0,51
2,21,2,1,3,27,5.0,1,0,59
5,22,1,1,3,46,3.0,1,1,83
3,2,1,1,1,40,2.0,0,0,66
2,4,2,2,3,27,5.0,1,0,60
2,2,2,2,3,38,5.0,0,0,58
4,23,1,1,1,44,3.0,0,0,81
3,4,2,2,3,29,5.0,0,0,67
6,13,2,2,3,27,3.0,1,0,57
2,32,2,2,1,30,3.0,0,0,59
4,2,2,2,2,27,4.0,0,0,78
3,13,2,2,3,35,5.0,1,0,65
2,13,1,1,3,34,1.0,0,0,58
5,5,2,1,1,30,3.0,0,0,81
6,6,2,2,3,28,5.0,1,1,56
4,13,2,1,1,49,3.0,0,0,80
3,23,2,2,1,35,5.0,0,0,72
4,2,1,2,1,33,2.0,1,0,82
4,16,2,2,1,36,2.0,0,0,83
4,2,1,2,3,55,4.0,1,0,83
5,10,1,1,3,33,5.0,0,0,84
2,33,2,1,1,37,3.0,0,0,54
1,33,1,1,1,37,3.0,0,0,48
1,2,2,2,1,37,1.0,0,0,47
4,7,3,1,1,23,3.0,0,0,76
2,2,2,2,1,27,4.0,1,0,61
1,2,1,1,1,40,3.0,0,0,42
1,2,2,2,1,45,3.0,0,0,50
3,2,2,1,1,41,2.0,0,0,69
9,2,2,1,1,40,1.0,0,0,84
2,4,1,1,3,37,3.0,1,0,56
7,2,3,1,3,26,3.0,0,0,53
3,2,2,2,1,28,4.0,1,0,76
6,13,2,2,3,31,3.0,0,0,59
7,20,2,2,3,27,5.0,0,0,50
1,26,2,1,1,35,3.0,0,0,47
1,25,2,1,1,28,1.0,1,0,53
5,2,2,1,3,32,3.0,0,0,84
4,26,2,1,3,40,4.0,1,0,76
4,2,2,2,3,53,3.0,0,0,78
2,22,2,1,2,27,5.0,1,0,61
2,15,2,2,3,36,5.0,1,0,66
5,2,2,1,3,37,5.0,1,0,85
1,22,2,1,3,22,1.0,0,0,51
4,2,1,1,3,39,3.0,0,0,79
2,19,1,1,1,47,5.0,0,0,64
7,2,2,2,3,23,2.0,0,0,49
1,22,2,1,1,46,3.0,0,0,46
1,7,1,1,3,38,1.0,1,0,52
1,9,1,1,3,31,3.0,0,0,53
1,8,2,1,1,40,1.0,0,0,46
2,2,2,1,3,51,3.0,1,0,60
1,2,2,1,3,54,1.0,0,0,44
2,22,1,1,1,47,5.0,1,0,60
1,5,2,1,3,34,5.0,0,0,51
1,31,2,1,3,35,1.0,0,0,45
1,27,2,1,1,32,4.0,0,0,47
8,2,2,2,3,32,4.0,0,0,68
5,25,2,1,1,30,4.0,1,0,84
4,2,1,2,1,31,1.0,0,0,81
2,22,2,1,1,46,5.0,0,0,61
2,2,2,1,3,30,4.0,0,0,61
5,7,2,1,3,31,3.0,0,0,90
5,22,2,2,3,31,4.0,1,0,83
2,19,2,1,3,33,5.0,1,0,61
2,2,2,1,3,36,1.0,0,0,59
1,22,1,1,3,34,4.0,0,0,47
2,15,2,1,3,37,5.0,1,0,60
1,32,2,1,1,28,3.0,0,0,50
3,26,1,1,1,52,5.0,1,0,74
5,15,2,1,1,35,5.0,0,0,84
3,7,2,1,1,41,3.0,0,0,70
5,22,2,2,3,30,5.0,1,0,86
2,2,2,2,1,34,3.0,0,0,63
1,8,2,1,3,32,3.0,1,0,50
4,11,2,1,3,32,1.0,1,1,82
5,22,2,1,3,27,5.0,0,0,86
1,15,1,1,3,34,1.0,0,0,50
1,22,2,2,1,31,2.0,0,0,48
5,2,2,2,1,41,4.0,1,0,84
7,32,2,1,1,32,3.0,0,0,48
2,17,2,1,3,42,5.0,0,0,67
3,17,2,1,3,30,3.0,0,0,70
1,27,2,1,3,35,1.0,0,0,49
5,33,2,1,1,30,3.0,0,0,88
8,27,2,1,1,35,3.0,1,0,59
3,16,2,2,3,59,3.0,0,0,69
2,22,1,1,3,42,3.0,0,0,60
1,11,2,1,3,30,4.0,1,0,50
1,22,2,2,3,29,5.0,0,0,51
1,22,1,1,3,40,1.0,0,0,49
5,23,1,1,1,33,4.0,1,0,85
3,27,2,2,3,28,5.0,0,0,71
2,4,2,1,1,29,3.0,0,0,58
3,17,2,2,3,38,4.0,1,0,68
2,22,2,2,1,34,4.0,0,0,61
1,2,1,1,1,40,2.0,0,0,49
4,27,2,2,1,27,3.0,0,0,79
4,4,2,2,3,32,1.0,1,0,85
5,26,2,1,3,29,2.0,0,0,87
1,15,2,1,3,29,2.0,0,0,54
1,22,2,1,3,44,3.0,1,0,45
2,19,2,1,1,36,5.0,1,0,56
4,2,2,1,2,40,3.0,1,0,82
1,16,2,1,3,30,3.0,0,0,54
1,15,2,1,3,31,2.0,0,0,53
5,29,2,2,1,31,4.0,1,0,85
1,15,2,2,1,31,1.0,0,0,50
4,25,2,1,1,29,1.0,0,0,77
1,32,2,1,3,34,3.0,0,0,50
2,2,2,1,1,41,4.0,1,0,63
1,15,2,1,3,52,2.0,0,0,52
6,2,2,1,1,35,5.0,0,0,54
7,2,2,1,3,37,2.0,1,0,47
5,22,2,1,1,30,3.0,1,0,84
4,2,2,1,1,28,3.0,0,0,81
8,2,2,1,3,44,5.0,0,0,58
2,22,2,2,1,37,3.0,1,0,59
1,26,1,1,3,29,4.0,0,0,52
1,32,2,1,3,28,3.0,0,0,51
3,7,2,2,1,36,5.0,1,0,62
1,1,2,1,1,30,3.0,0,0,47
4,24,2,1,3,29,3.0,0,0,77
4,2,1,2,1,60,2.0,0,0,81
3,14,2,2,1,29,4.0,1,0,71
1,19,2,1,1,34,3.0,0,0,48
2,22,1,1,1,37,5.0,1,0,62
2,22,2,2,2,30,5.0,0,0,57
6,4,2,1,3,25,3.0,0,0,59
2,22,2,2,1,35,5.0,0,0,61
4,7,1,1,1,48,5.0,0,0,81
2,25,2,1,3,28,3.0,0,0,58
8,26,2,1,3,34,3.0,0,0,59
3,27,2,1,3,37,4.0,0,0,72
2,16,2,2,1,36,5.0,1,0,55
7,32,2,1,3,30,3.0,0,0,49
1,12,2,2,1,32,3.0,0,0,50
6,2,2,2,3,32,5.0,0,0,58
3,22,2,1,3,30,3.0,0,0,66
6,28,1,1,3,33,3.0,0,0,60
3,34,2,1,1,29,3.0,1,0,71
1,22,1,1,1,39,5.0,1,0,55
3,22,2,1,3,26,3.0,0,0,67
4,11,2,1,1,30,1.0,0,0,78
6,4,2,1,3,27,3.0,1,0,58
8,4,1,1,3,35,3.0,0,0,61
3,7,1,1,3,55,5.0,0,0,70
1,34,2,1,1,29,3.0,0,0,46
7,2,1,1,3,38,3.0,0,0,48
2,31,2,2,3,30,5.0,0,0,59
9,2,1,1,3,40,2.0,0,0,90
1,2,2,1,3,39,3.0,1,0,48
1,27,2,1,3,34,2.0,0,0,50
6,2,2,2,3,36,3.0,1,0,55
2,2,2,2,1,50,5.0,1,0,61
4,11,2,1,1,27,5.0,0,0,79
1,11,1,1,3,34,4.0,0,0,48
5,22,2,1,2,26,3.0,0,0,88
3,8,2,2,1,31,3.0,1,0,68
7,15,2,1,3,40,1.0,0,0,44
2,30,2,1,1,32,3.0,0,0,62
1,2,1,2,3,47,3.0,0,0,47
1,31,2,1,3,26,4.0,0,0,48
1,2,2,1,3,26,5.0,0,0,49
1,25,1,1,3,44,1.0,0,0,53
1,13,2,2,3,22,3.0,0,0,48
6,22,2,1,3,29,3.0,0,0,62
1,2,1,2,1,45,5.0,1,0,48
2,19,2,1,1,32,5.0,1,0,59
2,10,1,2,1,42,5.0,1,0,55
2,13,2,1,3,31,4.0,1,0,59
6,31,2,1,1,31,5.0,0,0,60
1,2,1,2,1,41,3.0,0,0,47
2,24,2,1,3,30,5.0,0,0,62
1,2,2,1,3,31,4.0,0,0,48
5,2,1,1,3,36,3.0,0,0,86
1,2,2,1,2,28,5.0,1,0,52
1,6,2,1,1,36,3.0,0,0,52
1,16,1,2,1,51,2.0,0,0,48
1,2,2,1,1,37,1.0,0,0,46
2,22,2,2,1,34,4.0,1,0,61
5,13,2,1,1,27,4.0,0,0,86
1,22,2,1,3,39,1.0,0,0,54
7,2,2,1,1,36,5.0,0,0,45
4,2,2,2,3,26,1.0,1,0,77
5,29,2,1,3,31,3.0,0,0,84
1,31,2,2,1,32,1.0,1,1,48
2,15,2,1,3,32,3.0,0,0,60
3,13,1,2,3,35,3.0,0,0,67
7,22,2,1,3,32,5.0,1,0,46
1,13,2,2,3,36,5.0,1,0,50
1,27,2,1,3,40,3.0,0,0,51
7,2,1,2,3,44,5.0,0,0,50
2,2,2,1,3,56,3.0,0,0,60
8,11,2,1,1,33,5.0,1,0,60
1,31,2,1,3,28,1.0,1,0,49
6,7,2,1,3,29,4.0,0,0,61
1,31,2,1,3,46,1.0,0,0,48
6,5,2,1,3,28,2.0,0,0,63
4,2,2,1,1,44,5.0,1,0,78
1,7,2,1,3,38,5.0,0,0,50
1,16,2,1,1,31,3.0,0,0,50
1,31,2,1,1,38,3.0,0,0,47
1,31,2,1,1,26,4.0,0,0,50
1,21,2,1,1,29,5.0,1,0,50
4,22,2,1,1,26,3.0,0,0,85
5,31,2,1,3,26,3.0,1,0,84
5,24,2,1,3,29,1.0,1,1,84
4,2,1,2,3,42,2.0,0,0,79
2,7,1,1,1,43,5.0,1,0,60
1,2,2,2,1,52,5.0,1,0,53
3,15,2,2,1,38,3.0,0,0,69
1,2,1,1,1,49,2.0,0,0,48
4,7,1,1,1,38,5.0,1,0,80
2,14,1,1,1,49,5.0,0,0,69
2,31,1,1,3,55,3.0,1,0,59
1,14,2,1,3,45,3.0,1,0,55
1,31,2,1,3,27,4.0,1,0,50
2,2,2,1,1,37,4.0,1,0,61
1,27,2,2,1,27,5.0,0,0,49
1,27,2,2,3,31,3.0,0,0,52
4,2,2,1,3,37,3.0,0,0,78
5,30,2,1,1,30,4.0,1,0,85
2,20,1,2,3,35,2.0,0,0,58
1,4,1,2,1,41,3.0,0,0,48
1,7,2,1,3,39,5.0,0,0,53
9,2,1,1,1,34,3.0,0,0,86
2,22,1,2,1,40,5.0,1,0,58
2,2,2,1,1,25,5.0,0,0,57
4,7,2,2,1,28,3.0,1,0,80
5,16,2,1,1,32,4.0,0,0,77
1,9,1,1,1,31,2.0,0,0,52
3,22,2,1,3,30,5.0,0,0,71
1,3,2,1,3,33,5.0,1,0,49
4,7,2,1,3,36,5.0,1,0,79
6,6,2,2,1,26,1.0,0,0,58
5,4,2,1,3,27,3.0,0,0,82
3,11,1,2,3,38,3.0,0,0,66
5,16,2,1,3,38,3.0,0,0,83
2,20,2,1,3,40,3.0,0,0,59
4,2,1,2,3,43,4.0,0,0,82
7,28,1,1,3,38,3.0,0,0,49
1,7,2,2,1,25,4.0,0,0,50
1,22,2,1,3,26,5.0,0,0,50
2,29,2,2,3,31,4.0,0,0,58
2,32,2,2,3,38,2.0,0,0,59
4,22,2,1,1,28,4.0,0,0,80
1,2,1,2,3,56,1.0,1,0,55
4,4,1,1,1,35,4.0,0,0,82
1,12,1,1,1,39,4.0,0,0,53
5,1,2,1,1,27,5.0,1,1,78
3,6,2,2,3,28,5.0,1,0,69
5,13,1,1,3,32,5.0,1,0,81
5,22,2,1,3,31,1.0,0,0,83
1,31,2,1,1,25,3.0,0,0,50
1,7,1,2,3,35,2.0,0,0,50
1,22,1,2,1,28,1.0,0,0,49
7,4,1,2,3,32,5.0,1,0,48
5,31,2,1,3,26,3.0,1,0,86
1,27,1,1,3,50,3.0,0,0,47
2,22,2,1,3,54,4.0,0,0,58
1,8,2,1,3,33,1.0,0,0,49
3,13,2,2,1,31,4.0,1,0,71
3,2,1,1,1,34,4.0,1,0,71
1,19,2,1,3,45,4.0,0,0,48
4,2,1,2,1,59,5.0,1,0,77
1,13,2,1,3,38,2.0,1,0,51
2,20,2,1,3,29,1.0,0,0,60
2,26,1,1,3,55,3.0,0,0,60
1,22,1,1,3,30,4.0,1,0,48
2,22,2,1,1,40,3.0,0,0,61
5,2,2,1,1,30,5.0,1,0,85
2,24,2,1,3,35,2.0,0,0,68
2,17,2,1,1,26,5.0,0,0,63
4,2,2,1,2,29,5.0,1,0,82
1,22,2,1,1,38,4.0,1,0,51
2,2,2,2,1,58,3.0,1,0,58
1,15,2,1,3,33,5.0,0,0,53
6,2,2,1,3,30,4.0,1,0,63
5,4,2,1,1,28,4.0,0,0,85
2,13,1,2,3,38,4.0,1,0,60
4,13,2,2,1,32,3.0,0,0,85
2,31,1,1,3,44,3.0,0,0,56
1,11,2,1,1,30,2.0,1,0,49
1,7,1,2,1,37,3.0,1,0,47
1,2,2,2,3,35,5.0,0,0,48
1,2,2,2,1,48,2.0,0,0,48
3,4,2,1,3,31,3.0,0,0,71
1,7,2,1,3,52,1.0,0,0,53
3,13,2,2,1,43,5.0,1,0,67
1,2,1,1,3,47,1.0,0,0,42
3,2,2,2,1,56,1.0,1,0,72
3,23,2,1,1,32,4.0,1,0,73
7,22,1,2,3,33,2.0,0,0,47
2,31,2,1,1,40,5.0,0,0,64
3,26,2,2,3,36,3.0,0,0,68
1,32,2,1,1,43,3.0,0,0,51
1,32,1,2,3,27,3.0,1,1,50
2,2,1,1,1,31,4.0,1,0,62
2,2,2,1,3,56,5.0,0,0,61
4,8,2,2,1,27,3.0,0,0,77
1,22,2,2,3,34,3.0,0,0,55
5,7,1,1,3,46,3.0,0,0,87
3,15,2,1,3,32,3.0,0,0,66
4,20,2,1,1,30,5.0,1,0,78
2,19,2,2,3,32,2.0,0,0,64
5,22,2,2,1,28,4.0,1,0,79
1,28,2,1,1,30,3.0,1,0,50
1,32,2,1,3,40,1.0,0,0,52
1,16,2,1,3,34,2.0,0,0,51
1,12,2,1,3,38,3.0,0,0,51
3,7,2,2,3,29,3.0,0,0,74
6,2,2,1,3,29,4.0,1,0,59
8,22,1,1,3,39,2.0,1,0,57
4,4,2,1,3,27,1.0,0,0,81
2,13,1,2,3,35,3.0,0,0,57
2,11,2,2,3,33,4.0,0,0,59
2,15,2,1,3,36,4.0,1,0,56
9,15,2,1,3,28,2.0,0,0,86
1,31,2,1,1,48,1.0,0,0,49
1,22,2,1,1,29,1.0,0,0,49
1,2,2,2,1,31,5.0,0,0,52
4,7,2,1,3,37,1.0,0,0,81
1,2,2,2,3,40,4.0,0,0,48
3,15,2,2,1,39,5.0,1,0,68
1,2,2,2,1,34,2.0,0,0,51
5,22,2,1,1,29,1.0,0,0,81
1,27,2,1,1,41,1.0,0,0,53
5,28,2,1,3,31,4.0,1,0,82
3,11,1,1,1,35,5.0,1,0,68
7,2,2,2,3,29,3.0,0,0,50
1,2,1,2,3,39,1.0,0,0,50
1,31,2,1,1,29,3.0,0,0,52
2,22,2,1,3,29,3.0,0,0,64
6,2,1,2,1,39,4.0,0,0,62
5,25,2,1,3,32,1.0,0,0,86
3,2,2,1,1,35,3.0,0,0,73
1,15,2,1,3,27,3.0,1,0,49
1,2,2,1,1,26,5.0,0,0,49
2,22,1,1,2,38,3.0,1,0,57
1,13,1,1,3,40,1.0,0,0,52
3,3,1,1,1,34,5.0,1,0,67
2,29,1,1,3,43,3.0,0,0,59
2,7,2,2,3,33,3.0,0,0,56
4,14,2,2,3,38,5.0,1,0,82
9,22,2,1,3,29,4.0,0,0,82
1,19,2,1,3,30,4.0,0,0,49
4,27,2,1,3,26,4.0,1,0,81
2,9,1,1,3,27,5.0,1,0,58
3,14,2,2,3,31,4.0,0,0,70
1,7,2,1,3,38,2.0,1,0,48
1,23,1,1,1,31,1.0,0,0,51
8,22,2,1,1,38,3.0,0,0,62
3,12,2,1,1,33,3.0,0,0,69
1,2,1,1,3,38,3.0,0,0,45
2,7,1,1,1,46,3.0,0,0,59
4,2,2,2,1,50,3.0,0,0,80
3,2,1,2,1,50,5.0,0,0,68
4,24,2,2,1,25,4.0,1,0,83
2,15,1,2,3,33,1.0,0,0,60
1,26,2,2,3,27,4.0,0,1,49
1,29,2,1,3,25,3.0,0,0,50
6,2,2,1,1,27,4.0,1,0,61
4,33,2,1,3,27,4.0,0,0,83
1,7,1,1,3,38,3.0,0,0,51
1,7,2,1,1,22,2.0,0,0,48
9,25,2,1,1,30,4.0,0,0,82
1,28,2,1,3,42,5.0,0,0,50
5,20,2,1,3,33,3.0,0,0,83
1,17,2,1,3,27,1.0,1,0,53
4,2,1,1,3,60,1.0,0,0,82
1,16,2,1,1,39,3.0,0,0,54
1,26,1,1,1,35,3.0,0,0,49
1,1,1,1,3,35,5.0,0,0,53
4,2,2,1,2,31,3.0,0,0,82
1,7,2,1,3,38,2.0,0,0,53
1,31,1,2,3,35,5.0,1,0,45
2,20,1,2,3,33,3.0,0,0,60
2,2,1,1,1,40,1.0,1,0,55
1,7,1,1,3,34,5.0,0,0,48
1,31,1,1,1,31,3.0,0,0,47
4,22,2,1,3,27,3.0,0,0,82
2,2,2,2,1,58,5.0,0,0,63
2,13,1,1,3,36,3.0,0,0,63
3,5,2,2,3,26,2.0,0,0,73
1,6,2,1,3,28,2.0,0,0,53
2,2,1,1,3,42,5.0,1,0,62
9,22,2,2,3,31,1.0,1,0,81
1,28,1,1,1,36,4.0,0,0,52
2,22,1,1,3,36,2.0,0,0,65
2,7,2,2,3,37,5.0,0,0,63
2,16,2,1,3,28,3.0,0,0,59
7,2,3,2,1,24,4.0,0,0,49
2,15,2,1,1,35,3.0,0,0,62
3,15,2,1,3,40,5.0,1,0,68
4,26,2,2,1,34,2.0,0,0,81
5,15,2,1,3,31,5.0,1,0,82
6,7,3,1,3,26,5.0,1,0,58
3,15,2,1,3,30,5.0,0,0,70
1,15,2,2,3,27,5.0,0,0,50
1,31,2,1,1,36,1.0,0,0,48
7,19,2,1,3,26,5.0,0,0,51
1,29,1,1,1,35,4.0,0,0,49
2,19,2,2,3,30,4.0,0,0,63
1,7,2,1,1,40,4.0,0,0,46
4,21,2,1,1,35,1.0,1,0,77
1,15,2,1,1,30,5.0,1,0,47
4,11,2,2,3,30,3.0,0,0,73
5,2,1,1,1,58,3.0,0,0,83
2,4,2,2,1,40,3.0,0,0,62
4,15,1,1,1,50,3.0,0,0,77
3,27,2,1,1,25,3.0,0,0,73
4,23,1,1,3,39,1.0,0,0,78
1,10,1,1,1,29,3.0,0,0,51
1,5,2,1,3,31,5.0,0,0,49
3,23,2,1,3,33,2.0,0,0,75
3,11,2,1,3,28,4.0,1,1,66
1,16,2,1,3,53,3.0,0,0,48
1,7,2,1,3,45,5.0,0,0,47
2,2,2,2,3,43,5.0,1,0,56
1,20,2,1,1,33,3.0,1,0,52
1,28,2,1,1,29,1.0,0,0,50
1,14,2,1,3,34,5.0,1,0,49
3,2,1,1,1,41,3.0,0,1,69
3,7,1,2,3,50,5.0,1,0,72
1,2,1,2,3,32,2.0,0,0,49
4,22,1,1,3,37,1.0,0,0,77
9,22,1,1,1,26,4.0,1,0,83
2,12,2,1,3,27,5.0,0,0,56
2,26,1,2,1,46,5.0,0,0,60
1,9,2,1,1,30,3.0,0,0,47
4,20,1,1,1,36,1.0,0,0,76
1,4,2,1,3,31,4.0,0,0,50
3,4,1,2,3,36,3.0,0,0,70
1,9,2,1,1,31,2.0,0,0,47
3,7,1,1,3,34,4.0,1,0,69
1,2,2,2,1,28,3.0,0,0,52
9,15,2,1,1,30,4.0,0,0,86
1,2,2,1,1,48,1.0,0,0,44
1,21,1,1,3,33,2.0,0,0,49
1,4,2,2,3,31,1.0,0,0,51
1,2,2,1,1,60,1.0,0,0,48
4,31,2,1,3,30,4.0,1,0,83
9,22,2,1,3,25,4.0,0,0,82
1,7,2,1,1,37,1.0,0,0,52
1,22,2,1,1,31,3.0,1,0,47
2,32,2,1,3,30,4.0,1,0,60
2,34,2,1,3,30,3.0,0,0,59
5,22,2,2,1,25,3.0,0,0,88
2,2,1,2,1,39,3.0,0,0,62
2,2,2,1,3,34,3.0,0,0,61
2,20,2,2,3,30,3.0,1,0,61
5,22,1,1,1,30,3.0,0,0,83
1,8,2,1,3,33,2.0,1,0,48
2,30,2,1,1,27,4.0,0,0,57
2,22,2,1,1,37,1.0,0,0,60
2,2,1,2,1,40,3.0,0,0,58
1,13,2,1,3,32,5.0,1,0,51
2,8,1,1,1,34,3.0,0,0,55
8,2,2,1,1,38,5.0,0,0,59
2,2,2,2,3,30,3.0,1,0,61
3,2,2,2,1,41,4.0,1,0,70
2,6,2,2,1,33,4.0,1,0,56
9,2,1,1,3,41,5.0,1,0,82
1,15,2,1,3,20,5.0,0,0,48
2,20,2,1,1,25,3.0,0,0,60
4,32,2,1,3,30,1.0,0,0,77
1,27,2,1,3,31,4.0,0,0,50
3,2,1,1,3,58,5.0,1,0,70
3,22,2,1,2,31,4.0,0,0,74
2,22,1,1,3,31,3.0,1,1,58
2,13,1,1,3,48,2.0,0,0,61
2,2,2,2,3,33,4.0,0,0,56
3,22,2,2,3,26,4.0,0,0,72
1,25,2,1,1,35,1.0,0,0,51
5,2,2,1,1,37,1.0,0,0,79
3,11,1,2,1,34,3.0,0,0,68
6,23,1,1,3,36,4.0,0,0,58
2,2,2,1,1,43,3.0,1,0,60
1,8,1,1,3,44,3.0,0,0,49
1,10,2,1,1,27,3.0,0,0,52
1,2,1,2,1,49,4.0,0,0,44
2,7,2,1,1,37,4.0,0,0,63
1,17,2,1,3,37,3.0,0,0,49
5,31,2,1,3,30,3.0,1,0,82
1,19,2,1,3,27,5.0,0,0,52
